post_id,count_likes_post,count_views_post,share_likes_views_post,tfidf_mean,tfidf_max,tfidf_std,long_text,coun_word,unique_count_word,topic_covid,topic_entertainment,topic_movie,topic_politics,topic_sport,topic_tech
2709,127.0,765.0,0.16601307189542483,7.461730704346298e-05,0.4250742779366838,0.004391291319451405,139,21,19,True,False,False,False,False,False
2710,62.0,440.0,0.1409090909090909,6.922183033619785e-05,0.4197511105497638,0.004391379684450501,120,21,19,True,False,False,False,False,False
2711,27.0,298.0,0.09060402684563758,7.984773653374973e-05,0.4509942263534521,0.0043911993274924465,143,25,21,True,False,False,False,False,False
1368,117.0,980.0,0.11938775510204082,0.00019635474045850342,0.467189334109539,0.004387533704793521,2573,440,253,False,False,False,True,False,False
1369,73.0,781.0,0.09346991037131883,0.0002009024416718355,0.4002401086954798,0.004387327820408453,2194,379,218,False,False,False,True,False,False
1370,62.0,804.0,0.07711442786069651,0.00019755573238947527,0.34558003968518175,0.00438747979224973,2155,355,206,False,False,False,True,False,False
1371,63.0,839.0,0.07508939213349225,0.00021862036482890224,0.4151260788033377,0.004386480631540708,2770,461,266,False,False,False,True,False,False
1574,117.0,1043.0,0.11217641418983701,0.00016949818832575044,0.572609728493077,0.00438865327395022,1040,177,127,False,False,False,False,True,False
1372,28.0,323.0,0.08668730650154799,0.0002146494417394714,0.28434170956534516,0.004386676738940382,2376,380,212,False,False,False,True,False,False
1373,71.0,784.0,0.09056122448979592,0.00018027189008397614,0.5379162996339427,0.004388223927791884,1631,284,170,False,False,False,True,False,False
1374,120.0,1004.0,0.11952191235059761,0.0002360952252224858,0.39112328603126,0.004385574790084743,2906,480,277,False,False,False,True,False,False
1375,32.0,559.0,0.057245080500894455,0.0002423313800862808,0.2922258948287687,0.004385234622802427,2443,412,253,False,False,False,True,False,False
1576,116.0,1054.0,0.11005692599620494,0.00016229530610458392,0.33925958947691437,0.004388925543731186,771,131,101,False,False,False,False,True,False
2712,31.0,321.0,0.09657320872274143,8.133951591093927e-05,0.35064024828988205,0.004391171948119437,139,22,22,True,False,False,False,False,False
2713,32.0,306.0,0.10457516339869281,6.816955047869048e-05,0.43386587482679917,0.004391396145554078,93,18,16,True,False,False,False,False,False
1376,16.0,328.0,0.04878048780487805,0.00021332766347554517,0.4038508188607438,0.004386741216757121,2360,404,231,False,False,False,True,False,False
1377,133.0,1039.0,0.12800769971126083,0.00025513537070945334,0.30346778733718016,0.004384508311933352,3587,625,335,False,False,False,True,False,False
1378,129.0,1039.0,0.12415784408084697,0.00019972590875970056,0.3552723589675358,0.004387381537565406,1559,263,171,False,False,False,True,False,False
1379,105.0,758.0,0.13852242744063326,0.00038487907753214463,0.3644027547810543,0.004375028604532508,25392,4432,1584,False,False,False,True,False,False
1380,119.0,1063.0,0.11194731890874883,0.0002550579299810542,0.3475877263106494,0.004384512817537823,3716,669,342,False,False,False,True,False,False
1381,144.0,1095.0,0.13150684931506848,0.00023138694870863572,0.2606139454036912,0.004385825723255199,2113,386,231,False,False,False,False,True,False
1382,114.0,999.0,0.11411411411411411,0.0001459984109954573,0.3951721165996343,0.004389497882308007,744,134,94,False,False,False,False,True,False
1383,122.0,1014.0,0.1203155818540434,0.00016112731888626413,0.35964904566845024,0.0043889685783687505,759,132,104,False,False,False,False,True,False
1415,102.0,947.0,0.10770855332629356,0.00020540747945829152,0.4081960030170889,0.004387119209935181,1359,239,176,False,False,False,False,True,False
1384,121.0,791.0,0.1529709228824273,0.00016400775362423664,0.619611169831389,0.004388861885677291,1686,292,180,False,False,False,False,True,False
1385,117.0,975.0,0.12,0.00017078665953303227,0.6114905959206065,0.004388603321299982,1769,322,194,False,False,False,False,True,False
1386,112.0,1064.0,0.10526315789473684,0.0002405757417232585,0.24850784319661803,0.004385331288203206,2185,377,231,False,False,False,False,True,False
1387,107.0,988.0,0.1082995951417004,0.00015239079615433744,0.37479745072307274,0.004389280606209533,767,131,97,False,False,False,False,True,False
1388,117.0,1014.0,0.11538461538461539,0.0002350961239471402,0.34947578861666745,0.004385628462068432,2607,421,239,False,False,False,False,True,False
2714,32.0,291.0,0.10996563573883161,7.044669468967034e-05,0.40779490150679915,0.004391360205905113,140,18,16,True,False,False,False,False,False
1389,132.0,987.0,0.1337386018237082,0.00019802988080841818,0.3618450699954628,0.0043874584170230805,1657,311,187,False,False,False,False,True,False
1390,24.0,350.0,0.06857142857142857,0.00019425906846526944,0.6005935328883881,0.004387626990654367,2020,373,227,False,False,False,False,True,False
1391,21.0,336.0,0.0625,0.0001931105292269977,0.3860649203936483,0.004387677690795138,1372,245,151,False,False,False,False,True,False
1392,118.0,1004.0,0.11752988047808766,0.00022368825025968918,0.31864219669438915,0.004386225115232395,2373,447,262,False,False,False,False,True,False
1393,25.0,339.0,0.07374631268436578,0.0001977248264924365,0.4399399935902592,0.00438747217515829,1872,327,196,False,False,False,False,True,False
1416,116.0,1048.0,0.11068702290076336,0.00014625561748175806,0.5724291840312394,0.0043894893198588286,710,120,94,False,False,False,False,True,False
2715,25.0,336.0,0.0744047619047619,7.088407441393521e-05,0.31298974788405054,0.0043913531676231824,140,13,13,True,False,False,False,False,False
2716,34.0,326.0,0.10429447852760736,7.117525082933168e-05,0.3902640645663907,0.004391348457873624,140,18,18,True,False,False,False,False,False
1394,130.0,1102.0,0.11796733212341198,0.00024031785628094842,0.2987166953543575,0.0043853454279853725,2852,471,293,False,False,False,False,True,False
1395,30.0,372.0,0.08064516129032258,0.0002154830101025063,0.3326120622486413,0.00438663587127503,2343,423,247,False,False,False,False,True,False
1396,121.0,1039.0,0.11645813282001925,0.00018070404368794243,0.3286967113880916,0.004388206153246964,1205,229,147,False,False,False,False,True,False
1397,118.0,1073.0,0.10997204100652376,0.00017357754069145047,0.3524213720749355,0.004388493822733169,1037,181,134,False,False,False,False,True,False
1398,23.0,336.0,0.06845238095238096,0.0002433751835172517,0.33148626261089364,0.004385176816828214,2473,453,262,False,False,False,False,True,False
2717,49.0,393.0,0.12468193384223919,7.064338302767622e-05,0.43698961026352845,0.004391357046202698,138,19,18,True,False,False,False,False,False
1399,111.0,968.0,0.11466942148760331,0.0002078452359554459,0.30917156149107866,0.00438700439396752,1780,320,192,False,False,False,False,True,False
1400,134.0,1001.0,0.13386613386613386,0.00014532067034081332,0.5411767973734366,0.004389520372155867,789,130,90,False,False,False,False,True,False
1401,110.0,1033.0,0.10648596321393998,0.00016585929373010895,0.3200429926900094,0.004388792304208873,872,153,104,False,False,False,False,True,False
1402,114.0,1061.0,0.10744580584354382,0.000186942030784878,0.2882265851143405,0.004387944834649323,1392,207,156,False,False,False,False,True,False
1403,112.0,1028.0,0.10894941634241245,0.00026496582699554164,0.2769487938716298,0.004383925216666483,3617,620,385,False,False,False,False,True,False
1404,27.0,340.0,0.07941176470588235,0.00021526622175484613,0.556155756298773,0.004386646515115054,3523,648,330,False,False,False,False,True,False
1405,58.0,813.0,0.07134071340713408,0.00021137294766737348,0.5041860083729143,0.004386835838254505,2827,456,270,False,False,False,False,True,False
1423,153.0,1134.0,0.1349206349206349,0.00014659459951685256,0.545419199321896,0.004389478012041087,784,129,91,False,False,False,False,True,False
2718,39.0,574.0,0.06794425087108014,8.274375827541986e-05,0.42971603477360043,0.0043911457121423485,140,23,23,True,False,False,False,False,False
1406,116.0,990.0,0.11717171717171718,0.00025309519879067614,0.27034264740028596,0.004384626553670085,2866,511,284,False,False,False,False,True,False
1407,134.0,996.0,0.13453815261044177,0.00025943629336283895,0.2846940077552943,0.004384255923698552,3864,667,331,False,False,False,False,True,False
1408,37.0,345.0,0.1072463768115942,0.00017688142421702012,0.3650080828744136,0.004388361898996782,1162,204,143,False,False,False,False,True,False
1409,112.0,1054.0,0.1062618595825427,0.00017030624547782628,0.3973402651055192,0.004388621990733642,1151,215,143,False,False,False,False,True,False
1410,126.0,1033.0,0.12197483059051308,0.00014290441442555175,0.5386703955411931,0.004389599699646585,778,138,101,False,False,False,False,True,False
1411,111.0,765.0,0.1450980392156863,0.00016652860095702976,0.46179776501995234,0.004388766958937668,928,176,126,False,False,False,False,True,False
1412,123.0,763.0,0.16120576671035386,0.00018165811512061664,0.3521664853828411,0.0043881667611897456,1204,227,147,False,False,False,False,True,False
2720,25.0,326.0,0.07668711656441718,8.049493217022728e-05,0.4284673385375282,0.00439118751144774,139,23,22,True,False,False,False,False,False
2721,19.0,360.0,0.05277777777777778,7.501379367480433e-05,0.41281637499661905,0.0043912845644023335,139,21,20,True,False,False,False,False,False
2722,26.0,303.0,0.0858085808580858,7.590587376267151e-05,0.3776886072395015,0.0043912692348713955,140,20,19,True,False,False,False,False,False
1417,83.0,820.0,0.10121951219512196,0.0002115483286343409,0.5037176185622103,0.004386827384278041,2835,457,270,False,False,False,False,True,False
1418,26.0,363.0,0.07162534435261708,0.00016369620293850583,0.2399652102376261,0.004388873516968015,802,122,95,False,False,False,False,True,False
1419,110.0,1011.0,0.10880316518298715,0.00018642284870578623,0.5019152953617338,0.004387966922878989,1595,277,174,False,False,False,False,True,False
1420,123.0,1008.0,0.12202380952380952,0.0001522261086683205,0.4432886119482755,0.004389286320877163,961,167,117,False,False,False,False,True,False
1421,117.0,1080.0,0.10833333333333334,0.00016400776186334962,0.43724510101867475,0.004388861885369402,1196,198,134,False,False,False,False,True,False
1422,120.0,1048.0,0.11450381679389313,0.0001460565388324748,0.37411864023908015,0.004389495948541694,753,126,99,False,False,False,False,True,False
2723,108.0,729.0,0.14814814814814814,7.581431202584928e-05,0.4204689731643571,0.0043912708166192315,140,20,19,True,False,False,False,False,False
2724,30.0,306.0,0.09803921568627451,7.474888979611362e-05,0.416570869914177,0.004391289081610767,139,20,20,True,False,False,False,False,False
2725,30.0,296.0,0.10135135135135136,7.452758778465565e-05,0.3784205951937897,0.00439129284305416,135,17,17,True,False,False,False,False,False
1425,26.0,330.0,0.07878787878787878,0.00020545087822903765,0.3878427790453206,0.004387117177764299,1630,289,182,False,False,False,False,True,False
1426,121.0,992.0,0.1219758064516129,0.0002561605444248492,0.2514340985202898,0.004384448536621185,2339,420,272,False,False,False,False,True,False
1427,108.0,1011.0,0.10682492581602374,0.0002251318410285372,0.40388212630585957,0.004386151256962623,2582,471,279,False,False,False,False,True,False
1428,120.0,1013.0,0.11846001974333663,0.00022590691159296943,0.4072859828745278,0.004386111405572618,2573,470,279,False,False,False,False,True,False
1429,119.0,999.0,0.11911911911911911,0.00024152452003974465,0.26592510949702747,0.0043852791360435945,2862,472,294,False,False,False,False,True,False
2726,48.07159090909091,431.37045454545455,0.1051545328645479,6.89848951721666e-05,0.3943708522105104,0.004391383412893683,144,16,16,True,False,False,False,False,False
2727,38.0,341.0,0.11143695014662756,6.897134965215115e-05,0.36499212399498665,0.004391383625661376,140,16,15,True,False,False,False,False,False
2728,87.0,934.0,0.09314775160599571,6.398979105761872e-05,0.4763642317480226,0.004391459040164223,92,16,16,True,False,False,False,False,False
1430,120.0,1004.0,0.11952191235059761,0.00020255440438694624,0.3851172932175817,0.004387251862847988,1967,351,218,False,False,False,False,True,False
1431,117.0,1032.0,0.11337209302325581,0.00022216518779842817,0.49259409618342165,0.004386302523097351,2311,419,259,False,False,False,False,True,False
1432,21.0,318.0,0.0660377358490566,0.00022664166234641944,0.3105673144486293,0.004386073500488624,1731,298,199,False,False,False,False,True,False
1433,120.0,1033.0,0.11616650532429816,0.00016232286986983278,0.44646189843834716,0.004388924524381447,1068,205,125,False,False,False,False,True,False
1434,34.0,369.0,0.0921409214092141,0.00016338611060126627,0.4349114048485188,0.00438888507182203,824,156,111,False,False,False,False,True,False
2729,102.0,745.0,0.13691275167785236,7.776497239407009e-05,0.3788252114014398,0.004391236705515683,143,20,19,True,False,False,False,False,False
2730,29.0,287.0,0.10104529616724739,6.784706483820333e-05,0.4582490782477789,0.004391401139794965,106,16,16,True,False,False,False,False,False
2731,23.0,329.0,0.06990881458966565,7.038268136096065e-05,0.6022939376111909,0.004391361232347451,137,19,18,True,False,False,False,False,False
1435,103.0,987.0,0.10435663627152988,0.00021001741457800415,0.2954367180403804,0.004386900942621528,1993,348,212,False,False,False,False,True,False
1436,114.0,966.0,0.11801242236024845,0.00019362942311084469,0.2698887374774903,0.00438765482248837,1401,235,151,False,False,False,False,True,False
1437,127.0,1020.0,0.12450980392156863,0.00019476470182144695,0.2693742860715779,0.004387604574904637,1292,224,154,False,False,False,False,True,False
1439,27.0,320.0,0.084375,0.00018594658022807938,0.4579409012473312,0.004387987131259751,1689,297,178,False,False,False,False,True,False
1445,27.0,328.0,0.08231707317073171,0.00019855308349498525,0.4924219526067626,0.004387434770778286,1442,241,173,False,False,False,False,True,False
1440,102.0,723.0,0.14107883817427386,0.00020632028914933354,0.3448593987379846,0.004387076376481838,1983,373,213,False,False,False,False,True,False
1441,29.0,352.0,0.08238636363636363,0.0002081217512539196,0.49399674705758645,0.004386991284634004,2758,492,261,False,False,False,False,True,False
1442,122.0,1012.0,0.12055335968379446,0.00016010420709838529,0.33622611752539067,0.004389006019324772,756,130,102,False,False,False,False,True,False
1443,137.0,1066.0,0.12851782363977485,0.00021183903499949312,0.3587892301662812,0.004386813355734453,2084,387,214,False,False,False,False,True,False
1444,128.0,1015.0,0.12610837438423644,0.00020445025015667322,0.36909346566529627,0.004387163923312023,1522,248,172,False,False,False,False,True,False
2732,38.0,360.0,0.10555555555555556,6.543140415718685e-05,0.38708286694094035,0.004391437797139987,140,14,14,True,False,False,False,False,False
2733,27.0,288.0,0.09375,6.974649723699757e-05,0.35368689953325083,0.004391371382714385,100,12,12,True,False,False,False,False,False
1446,114.0,808.0,0.14108910891089108,0.00020661046358208648,0.3747129183644178,0.004387062720219314,1828,331,204,False,False,False,False,True,False
1447,20.0,353.0,0.056657223796033995,0.00019972798165258338,0.4700539294116814,0.004387381443201019,1914,352,214,False,False,False,False,True,False
1448,23.0,335.0,0.06865671641791045,0.0001885402246000377,0.32123906169689187,0.004387876454334996,1360,239,153,False,False,False,False,True,False
1449,104.0,986.0,0.10547667342799188,0.0002599153092016494,0.2881779574896603,0.004384227551900371,3115,566,316,False,False,False,False,True,False
1450,109.0,1000.0,0.109,0.0002973996307009696,0.29908542801729526,0.004381844435218873,4790,797,436,False,False,False,False,True,False
1452,116.0,1010.0,0.11485148514851486,0.0002462475029905215,0.3327540235232312,0.00438501646086655,3393,563,341,False,False,False,False,True,False
1453,127.0,777.0,0.16344916344916344,0.0002818764955926857,0.3377059194042514,0.004382870387774668,7243,1355,575,False,False,False,False,True,False
1454,115.0,1066.0,0.10787992495309569,0.0002082593843712775,0.37886294845106006,0.0043869847530645665,2172,420,221,False,False,False,False,True,False
2734,26.0,318.0,0.08176100628930817,6.78719729691957e-05,0.394087679631847,0.004391400754894155,132,14,14,True,False,False,False,False,False
2735,35.0,340.0,0.10294117647058823,7.77446371945435e-05,0.3393705685742237,0.004391237065587232,140,21,20,True,False,False,False,False,False
2736,110.0,979.0,0.11235955056179775,7.004692224083916e-05,0.33097992195222076,0.004391366600898206,139,16,15,True,False,False,False,False,False
2738,28.0,311.0,0.09003215434083602,7.928771411179569e-05,0.34527275096715426,0.0043912094749841545,140,22,20,True,False,False,False,False,False
2739,21.0,314.0,0.06687898089171974,7.269213924475113e-05,0.3800150740992859,0.004391323609994111,137,15,15,True,False,False,False,False,False
2740,28.0,276.0,0.10144927536231885,7.118197010685038e-05,0.34895635564328675,0.004391348348962012,140,17,17,True,False,False,False,False,False
1455,32.0,346.0,0.09248554913294797,0.00024022441174913528,0.27832246074034317,0.004385350547766903,2518,461,255,False,False,False,False,True,False
1456,18.0,351.0,0.05128205128205128,0.00020205716117218783,0.2929587156616856,0.004387274791760681,1324,234,162,False,False,False,False,True,False
1457,123.0,1032.0,0.11918604651162791,0.00015797841552023803,0.487714164784947,0.004389083049456844,1158,201,132,False,False,False,False,True,False
1458,118.0,1029.0,0.11467444120505345,0.00030833854406042574,0.22983486071872516,0.004381088282270329,5251,841,464,False,False,False,False,True,False
1459,28.0,348.0,0.08045977011494253,0.00020241183220252366,0.3512354294434028,0.004387258442921286,2508,411,260,False,False,False,False,True,False
1466,38.0,328.0,0.11585365853658537,0.00014887636254329485,0.4586189814329255,0.004389401214684704,1388,241,144,False,False,False,False,True,False
2741,24.0,351.0,0.06837606837606838,7.120210418149926e-05,0.3561342366919925,0.004391348022550683,121,17,16,True,False,False,False,False,False
2742,36.0,308.0,0.11688311688311688,4.32552240646981e-05,0.5323542987092611,0.004391712215115058,59,7,7,True,False,False,False,False,False
2743,108.0,775.0,0.1393548387096774,7.964736368865389e-05,0.4165006747548068,0.004391202966415596,140,23,22,True,False,False,False,False,False
1460,123.0,1000.0,0.123,0.00022330170812316551,0.3287498181593104,0.004386244810991398,1967,352,232,False,False,False,False,True,False
1461,120.0,1017.0,0.11799410029498525,0.000264944567579066,0.2347294225180945,0.004383926501540604,3524,606,346,False,False,False,False,True,False
1462,29.0,372.0,0.07795698924731183,0.0001635997685868401,0.4697148274729972,0.004388877112715507,928,155,108,False,False,False,False,True,False
1463,117.0,984.0,0.11890243902439024,0.00016972333008869386,0.3973360704793836,0.0043886445727608515,888,162,120,False,False,False,False,True,False
1464,28.0,375.0,0.07466666666666667,0.00020026057950254996,0.27175784609106635,0.004387357165207431,1813,298,199,False,False,False,False,True,False
1465,123.0,1038.0,0.11849710982658959,0.00021032315411955878,0.3732729074378775,0.004386886295043545,2071,376,217,False,False,False,False,True,False
2744,48.07159090909091,431.37045454545455,0.1051545328645479,6.322228426133165e-05,0.5082588363366775,0.004391470156743918,94,16,16,True,False,False,False,False,False
2745,33.0,315.0,0.10476190476190476,7.313444918210339e-05,0.38859994215394633,0.004391316265898245,124,17,17,True,False,False,False,False,False
2746,24.0,306.0,0.0784313725490196,7.560675608155746e-05,0.42513624708988484,0.00439127439511977,140,21,20,True,False,False,False,False,False
2747,27.0,300.0,0.09,7.79890296591328e-05,0.41572545492241975,0.004391232731939007,140,24,23,True,False,False,False,False,False
1467,125.0,1035.0,0.12077294685990338,0.00021935706735913237,0.3221923275150759,0.004386443852575718,2606,451,265,False,False,False,False,True,False
1468,126.0,996.0,0.12650602409638553,0.00017861854836833982,0.28920994617213347,0.0043882915364613665,976,180,122,False,False,False,False,True,False
1469,113.0,1010.0,0.11188118811881188,0.00017130689315293622,0.4956947592174113,0.004388583045033781,996,179,119,False,False,False,False,True,False
1470,26.0,321.0,0.08099688473520249,0.00015504517245266107,0.3748303860522228,0.004389187645715185,771,141,101,False,False,False,False,True,False
1471,116.0,1038.0,0.11175337186897881,0.0001780932859405848,0.4501587959358521,0.0043883128849596135,1562,294,167,False,False,False,False,True,False
1472,22.0,325.0,0.06769230769230769,0.00019989580734786462,0.3764236396548502,0.00438737380000889,1197,219,150,False,False,False,False,True,False
2748,110.0,955.0,0.11518324607329843,8.067912174465835e-05,0.4862314822552817,0.00439118413120131,138,26,26,True,False,False,False,False,False
2749,39.0,322.0,0.12111801242236025,7.03132524752944e-05,0.3737423475948447,0.00439136234457213,132,19,16,True,False,False,False,False,False
2750,24.0,308.0,0.07792207792207792,7.235461069221078e-05,0.47067869220732317,0.004391329184325774,122,19,18,True,False,False,False,False,False
1476,114.0,801.0,0.14232209737827714,0.0002124327590021582,0.30128909828573697,0.004386784644554872,1847,339,195,False,False,False,False,True,False
1477,106.0,1023.0,0.10361681329423265,0.00013532302647242516,0.5972159356436323,0.004389839959873937,764,130,94,False,False,False,False,True,False
1478,29.0,360.0,0.08055555555555556,0.0002136855105090781,0.27895167911567065,0.004386723799989938,1559,283,189,False,False,False,False,True,False
1479,112.0,978.0,0.11451942740286299,0.00028049247353455025,0.2612102247556807,0.004382959179263499,3629,681,350,False,False,False,False,True,False
1480,102.0,1040.0,0.09807692307692308,0.00018462149158855832,0.3969667543132124,0.004388043083157148,1549,275,178,False,False,False,False,True,False
1482,119.0,1036.0,0.11486486486486487,0.00018572755479080976,0.2986841343417542,0.004387996407267343,1177,195,132,False,False,False,False,True,False
1483,123.0,1020.0,0.12058823529411765,0.0002523901649241856,0.32259141744676023,0.004384667193693183,3111,517,315,False,False,False,False,True,False
2751,73.0,860.0,0.08488372093023255,6.87193792566409e-05,0.4218300386252912,0.004391387575893782,129,17,17,True,False,False,False,False,False
2752,29.0,319.0,0.09090909090909091,6.646669881556994e-05,0.39779422169964906,0.004391422249425377,140,16,15,True,False,False,False,False,False
2753,123.0,785.0,0.15668789808917197,7.331333227776914e-05,0.3802491449959082,0.004391313283074895,140,20,19,True,False,False,False,False,False
2754,20.0,309.0,0.06472491909385113,7.230104801624388e-05,0.3748577205896814,0.00439133006653513,139,20,19,True,False,False,False,False,False
2755,128.0,1017.0,0.12586037364798427,7.728928424066795e-05,0.3371041325838591,0.004391245103765133,139,20,20,True,False,False,False,False,False
1484,135.0,1040.0,0.12980769230769232,0.00023613361936185398,0.2549451487989447,0.004385572722986902,2567,439,259,False,False,False,False,True,False
1486,118.0,1034.0,0.11411992263056092,0.00026770389704518184,0.2704194787990884,0.004383758868631634,3666,635,367,False,False,False,False,True,False
1487,134.0,1004.0,0.13346613545816732,0.00024010910112007053,0.3361719429047221,0.004385356862828726,2708,480,292,False,False,False,False,True,False
1488,32.0,360.0,0.08888888888888889,0.0002655864526580948,0.35894331307859073,0.004383887661763722,3294,614,324,False,False,False,False,True,False
1490,108.0,804.0,0.13432835820895522,0.00019241841800810678,0.30996029689345633,0.004387708097311275,1211,234,152,False,False,False,False,True,False
1491,106.0,801.0,0.132334581772784,0.0002067331430086966,0.37986516131322773,0.00438705694086382,1746,305,197,False,False,False,False,True,False
2756,26.0,314.0,0.08280254777070063,7.148161523214964e-05,0.43271505524760645,0.0043913434816105525,138,14,14,True,False,False,False,False,False
2757,42.0,313.0,0.134185303514377,7.958407873237303e-05,0.3684787995126081,0.0043912041138179855,139,23,21,True,False,False,False,False,False
2758,34.0,336.0,0.10119047619047619,4.922547516217057e-05,0.5904972957748293,0.00439164935387546,51,9,9,True,False,False,False,False,False
2759,28.0,337.0,0.0830860534124629,6.895518524247223e-05,0.40547581400117716,0.00439138387951086,117,12,12,True,False,False,False,False,False
2760,24.0,282.0,0.0851063829787234,6.565873848904495e-05,0.4879326474292904,0.004391434404025603,135,15,14,True,False,False,False,False,False
2761,103.0,747.0,0.13788487282463185,6.421251923290818e-05,0.5297367178455061,0.004391455789049167,88,12,12,True,False,False,False,False,False
2762,38.0,381.0,0.09973753280839895,6.945096678509788e-05,0.372209520834569,0.004391376066566414,129,15,15,True,False,False,False,False,False
1492,27.0,333.0,0.08108108108108109,0.0001948543238828898,0.5392644822549788,0.004387600595685964,2010,357,219,False,False,False,False,True,False
1493,125.0,978.0,0.1278118609406953,0.00017459399623060185,0.42454528953927295,0.00438845350109579,952,183,128,False,False,False,False,True,False
1494,117.0,1010.0,0.11584158415841585,0.000207479192910008,0.34728931978160377,0.0043870217208613295,1645,247,185,False,False,False,False,True,False
1495,122.0,1064.0,0.11466165413533834,0.00027684304347317296,0.2520894596131088,0.0043831912032308365,4219,724,414,False,False,False,False,True,False
1496,114.0,1019.0,0.11187438665358194,0.0002237145029312485,0.4436579242102782,0.004386223776322623,2167,387,255,False,False,False,False,True,False
1497,25.0,304.0,0.08223684210526316,0.00020702129435600758,0.32543522802454955,0.004387043352701548,2506,413,241,False,False,False,False,True,False
1498,137.0,1065.0,0.12863849765258217,0.0002716248951285957,0.23796390388575614,0.0043835176640622895,3671,592,358,False,False,False,False,True,False
1499,20.0,320.0,0.0625,0.00018447570995380988,0.46059560233677976,0.004388049214313433,1200,221,148,False,False,False,False,True,False
2763,29.0,314.0,0.09235668789808917,7.336940951138912e-05,0.40446275706250884,0.004391312346502766,141,21,20,True,False,False,False,False,False
2764,29.0,297.0,0.09764309764309764,7.112511718931365e-05,0.43239446803950354,0.004391349270156553,140,18,17,True,False,False,False,False,False
2765,48.07159090909091,431.37045454545455,0.1051545328645479,7.001117448304094e-05,0.3931981844136454,0.004391367170967054,138,14,14,True,False,False,False,False,False
2766,111.0,767.0,0.14471968709256844,7.266065957033682e-05,0.37871655159078504,0.004391324130982645,139,18,18,True,False,False,False,False,False
1505,22.0,343.0,0.0641399416909621,0.0001775724372071507,0.3914827986824413,0.004388333991886214,1492,265,157,False,False,False,False,True,False
1507,113.0,1012.0,0.11166007905138339,0.00016539007335853375,0.3513900465167407,0.00438881001165853,893,151,106,False,False,False,False,True,False
1508,127.0,983.0,0.12919633774160733,0.0002039952071781206,0.3946884695753212,0.004387185105537267,2339,419,238,False,False,False,False,True,False
1509,29.0,348.0,0.08333333333333333,0.0002548743113040155,0.30294307643419405,0.004384523495231493,2469,423,265,False,False,False,False,True,False
1510,107.0,805.0,0.13291925465838508,0.00018494601907413088,0.5416837125852407,0.004388029417042268,1511,283,180,False,False,False,False,True,False
1511,122.0,1010.0,0.12079207920792079,0.00018922329298962158,0.3699252885213655,0.004387847050683268,1548,265,166,False,False,False,False,True,False
2767,36.0,320.0,0.1125,6.964867663186261e-05,0.3937703588803147,0.0043913729352724196,139,17,17,True,False,False,False,False,False
2768,40.0,325.0,0.12307692307692308,6.764152873313975e-05,0.5216136650715948,0.004391404310512791,140,22,20,True,False,False,False,False,False
2769,33.0,309.0,0.10679611650485436,6.979187792885208e-05,0.375515536097444,0.004391370661715411,117,15,15,True,False,False,False,False,False
2770,128.0,758.0,0.16886543535620052,7.812651377520081e-05,0.3898235120773509,0.004391230288045141,144,21,20,True,False,False,False,False,False
1514,134.0,1038.0,0.12909441233140656,0.00020302982970614493,0.5233632796529363,0.004387229887189544,2020,377,228,False,False,False,False,True,False
1516,27.0,321.0,0.08411214953271028,0.000181304038646274,0.41260181866775675,0.004388181404678963,1537,256,153,False,False,False,False,True,False
1517,109.0,819.0,0.1330891330891331,0.00024380857773153962,0.27596478627796084,0.004385152742177199,1771,314,217,False,False,False,False,True,False
1518,125.0,982.0,0.12729124236252545,0.00018948450886873918,0.3697614989770371,0.004387835778114132,1547,257,170,False,False,False,False,True,False
1519,128.0,1008.0,0.12698412698412698,0.00024129486647110434,0.3662656551154777,0.00438529177845835,3130,508,304,False,False,False,False,True,False
1520,130.0,1058.0,0.12287334593572778,0.00023584003495100167,0.5455556509368964,0.004385588520679294,4406,745,403,False,False,False,False,True,False
1521,28.0,340.0,0.08235294117647059,0.00023058843981457465,0.5124705762011539,0.004385867778014242,3033,563,315,False,False,False,False,True,False
1522,110.0,982.0,0.1120162932790224,0.00023588935852186948,0.4298312431235915,0.00438558586796973,2770,471,298,False,False,False,False,True,False
1577,28.0,353.0,0.07932011331444759,0.0001846208291556776,0.4201845787225511,0.004388043111028144,1331,245,154,False,False,False,False,True,False
1523,41.0,345.0,0.11884057971014493,0.0001821022323595569,0.3797536595507613,0.004388148353436716,1672,302,174,False,False,False,False,True,False
1524,31.0,355.0,0.08732394366197183,0.00023938092439736088,0.29410139991006357,0.004385396671663163,2119,386,239,False,False,False,False,True,False
1525,33.0,375.0,0.088,0.00021549694439227822,0.2764490397715499,0.004386635186764143,1670,299,192,False,False,False,False,True,False
1526,31.0,380.0,0.08157894736842106,0.0002309852262453615,0.26074389593286956,0.0043858468988390445,2110,386,230,False,False,False,False,True,False
1527,106.0,997.0,0.10631895687061184,0.00016637275556047752,0.4728450971271587,0.004388772869607962,1333,238,143,False,False,False,False,True,False
1528,130.0,1048.0,0.12404580152671756,0.00017236958441303456,0.37649768502443054,0.0043885414343684806,1488,263,155,False,False,False,False,True,False
1529,117.0,1040.0,0.1125,0.0002176860205345088,0.3691833817717403,0.004386527099114234,1824,314,210,False,False,False,False,True,False
1530,109.0,1070.0,0.10186915887850467,0.00016250880722068568,0.2976424381469687,0.004388917643608203,816,147,102,False,False,False,False,True,False
1531,113.0,1027.0,0.11002921129503408,0.00020342770771174205,0.45683510055846993,0.004387211456327908,1710,318,191,False,False,False,False,True,False
